0,777777778	0,375	0,93220339	0,958333333	1
0,833333333	0,583333333	0,93220339	0,958333333	1
0,888888889	0,5	0,949152542	0,958333333	1
0,916666667	0,541666667	0,915254237	0,958333333	1
0,805555556	0,333333333	0,93220339	0,958333333	1
0,694444444	0,208333333	0,881355932	0,875	1
0,916666667	0,416666667	0,93220339	0,916666667	1
0,805555556	0,416666667	0,915254237	0,958333333	1
0,972222222	0,625	0,93220339	0,958333333	1
0,833333333	0,541666667	0,915254237	1	1
0,694444444	0,291666667	0,915254237	0,958333333	1
0,861111111	0,416666667	0,898305085	0,958333333	1
0,861111111	0,583333333	0,93220339	1	1
1	0,583333333	0,983050847	1	1
0,583333333	0,166666667	0,966101695	0,958333333	1
0,611111111	0	0,915254237	0,875	1
0,694444444	0,208333333	0,949152542	0,875	1
0,777777778	0,375	0,93220339	0,916666667	1
0,611111111	0,25	0,881355932	0,916666667	1
0,777777778	0,25	0,915254237	0,916666667	1
0,694444444	0,416666667	0,881355932	0,958333333	1
0,777777778	0,291666667	0,915254237	0,875	1
0,916666667	0,333333333	1	0,958333333	1
0,777777778	0,458333333	0,881355932	0,833333333	1
0,861111111	0,416666667	0,847457627	0,958333333	1
0,805555556	0,583333333	0,898305085	0,958333333	1
0,805555556	0,416666667	0,898305085	0,875	1
0,75	0,375	0,915254237	0,958333333	1
0,75	0,416666667	0,93220339	0,958333333	1
0,888888889	0,5	0,898305085	0,958333333	1
0,861111111	0,541666667	0,898305085	0,958333333	1
0,694444444	0,416666667	0,915254237	0,875	1
0,75	0,125	0,915254237	1	1
0,666666667	0,083333333	0,93220339	0,958333333	1
0,833333333	0,541666667	0,915254237	1	1
0,805555556	0,5	0,966101695	0,958333333	1
0,666666667	0,375	0,949152542	0,958333333	1
0,833333333	0,541666667	0,915254237	1	1
0,972222222	0,583333333	0,949152542	0,958333333	1
0,777777778	0,416666667	0,915254237	0,958333333	1
0,805555556	0,375	0,949152542	0,916666667	1
0,944444444	0,875	0,949152542	0,916666667	1
0,972222222	0,5	0,949152542	0,958333333	1
0,805555556	0,375	0,898305085	0,791666667	1
0,777777778	0,25	0,847457627	0,875	1
0,861111111	0,583333333	0,93220339	0,916666667	1
0,777777778	0,25	0,898305085	0,958333333	1
0,916666667	0,5	0,93220339	0,958333333	1
0,722222222	0,291666667	0,915254237	0,958333333	1
0,805555556	0,458333333	0,93220339	0,958333333	1
0,25	0,5	0,372881356	0,458333333	0,5
0,416666667	0,5	0,406779661	0,416666667	0,5
0,277777778	0,541666667	0,338983051	0,416666667	0,5
0,666666667	0,875	0,491525424	0,5	0,5
0,388888889	0,666666667	0,389830508	0,416666667	0,5
0,611111111	0,666666667	0,406779661	0,5	0,5
0,444444444	0,458333333	0,372881356	0,375	0,5
